"","**Characteristic**","**TEST_HOSP**"
"2181","ECVM210902380","1 (<0.1%)"
"2182","ECVM210902381","1 (<0.1%)"
"2183","ECVM210902382","1 (<0.1%)"
"2184","ECVM210902383","1 (<0.1%)"
"2185","ECVM210902384","1 (<0.1%)"
"2186","ECVM210902385","1 (<0.1%)"
"2187","ECVM210902386","1 (<0.1%)"
"2188","ECVM210902387","1 (<0.1%)"
"2189","ECVM210902388","1 (<0.1%)"
"2190","ECVM210902390","1 (<0.1%)"
"2191","ECVM210902391","1 (<0.1%)"
"2192","ECVM210902392","1 (<0.1%)"
"2193","ECVM210902393","1 (<0.1%)"
"2194","ECVM210902394","1 (<0.1%)"
"2195","ECVM210902395","1 (<0.1%)"
"2196","ECVM210902396","1 (<0.1%)"
"2197","ECVM210902397","1 (<0.1%)"
"2198","ECVM210902398","1 (<0.1%)"
"2199","ECVM210902399","1 (<0.1%)"
"2200","ECVM210902400","1 (<0.1%)"
"2201","ECVM210902401","1 (<0.1%)"
"2202","ECVM210902402","1 (<0.1%)"
"2203","ECVM210902403","1 (<0.1%)"
"2204","ECVM210902404","1 (<0.1%)"
"2205","ECVM210902405","1 (<0.1%)"
"2206","ECVM210902406","1 (<0.1%)"
"2207","ECVM210902407","1 (<0.1%)"
"2208","ECVM210902408","1 (<0.1%)"
"2209","ECVM210902409","1 (<0.1%)"
"2210","ECVM210902410","1 (<0.1%)"
"2211","ECVM210902411","1 (<0.1%)"
"2212","ECVM210902412","1 (<0.1%)"
"2213","ECVM210902413","1 (<0.1%)"
"2214","ECVM210902414","1 (<0.1%)"
"2215","ECVM210902415","1 (<0.1%)"
"2216","ECVM210902416","1 (<0.1%)"
"2217","ECVM210902417","1 (<0.1%)"
"2218","ECVM210902418","1 (<0.1%)"
"2219","ECVM210902419","1 (<0.1%)"
"2220","ECVM210902420","1 (<0.1%)"
"2221","ECVM210902421","1 (<0.1%)"
"2222","ECVM210902422","1 (<0.1%)"
"2223","ECVM210902423","1 (<0.1%)"
"2224","ECVM210902424","1 (<0.1%)"
"2225","ECVM210902425","1 (<0.1%)"
"2226","ECVM210902426","1 (<0.1%)"
"2227","ECVM210902427","1 (<0.1%)"
"2228","ECVM210902428","1 (<0.1%)"
"2229","ECVM210902429","1 (<0.1%)"
"2230","ECVM210902430","1 (<0.1%)"
"2231","ECVM210902431","1 (<0.1%)"
"2232","ECVM210902432","1 (<0.1%)"
"2233","ECVM210902433","1 (<0.1%)"
"2234","ECVM210902434","1 (<0.1%)"
"2235","ECVM210902435","1 (<0.1%)"
"2236","ECVM210902436","1 (<0.1%)"
"2237","ECVM210902438","1 (<0.1%)"
"2238","ECVM210902439","1 (<0.1%)"
"2239","ECVM210902440","1 (<0.1%)"
"2240","ECVM210902441","1 (<0.1%)"
"2241","ECVM210902443","1 (<0.1%)"
"2242","ECVM210902444","1 (<0.1%)"
"2243","ECVM210902445","1 (<0.1%)"
"2244","ECVM210902446","1 (<0.1%)"
"2245","ECVM210902447","1 (<0.1%)"
"2246","ECVM210902448","1 (<0.1%)"
"2247","ECVM210902449","1 (<0.1%)"
"2248","ECVM210902450","1 (<0.1%)"
"2249","ECVM210902451","1 (<0.1%)"
"2250","ECVM210902452","1 (<0.1%)"
"2251","ECVM210902453","1 (<0.1%)"
"2252","ECVM210902454","1 (<0.1%)"
"2253","ECVM210902455","1 (<0.1%)"
"2254","ECVM210902456","1 (<0.1%)"
"2255","ECVM210902457","1 (<0.1%)"
"2256","ECVM210902458","1 (<0.1%)"
"2257","ECVM210902459","1 (<0.1%)"
"2258","ECVM210902460","1 (<0.1%)"
"2259","ECVM210902461","1 (<0.1%)"
"2260","ECVM210902462","1 (<0.1%)"
"2261","ECVM210902463","1 (<0.1%)"
"2262","ECVM210902464","1 (<0.1%)"
"2263","ECVM210902465","1 (<0.1%)"
"2264","ECVM210902466","1 (<0.1%)"
"2265","ECVM210902467","1 (<0.1%)"
"2266","ECVM210902468","1 (<0.1%)"
"2267","ECVM210902469","1 (<0.1%)"
"2268","ECVM210902470","1 (<0.1%)"
"2269","ECVM210902471","1 (<0.1%)"
"2270","ECVM210902472","1 (<0.1%)"
"2271","ECVM210902473","1 (<0.1%)"
"2272","ECVM210902474","1 (<0.1%)"
"2273","ECVM210902475","1 (<0.1%)"
"2274","ECVM210902476","1 (<0.1%)"
"2275","ECVM210902477","1 (<0.1%)"
"2276","ECVM210902478","1 (<0.1%)"
"2277","ECVM210902479","1 (<0.1%)"
"2278","ECVM210902480","1 (<0.1%)"
"2279","ECVM210902481","1 (<0.1%)"
"2280","ECVM210902483","1 (<0.1%)"
"2281","ECVM210902485","1 (<0.1%)"
"2282","ECVM210902486","1 (<0.1%)"
"2283","ECVM210902487","1 (<0.1%)"
"2284","ECVM210902488","1 (<0.1%)"
"2285","ECVM210902489","1 (<0.1%)"
"2286","ECVM210902490","1 (<0.1%)"
"2287","ECVM210902491","1 (<0.1%)"
"2288","ECVM210902492","1 (<0.1%)"
"2289","ECVM210902493","1 (<0.1%)"
"2290","ECVM210902494","1 (<0.1%)"
"2291","ECVM210902495","1 (<0.1%)"
"2292","ECVM210902496","1 (<0.1%)"
"2293","ECVM210902497","1 (<0.1%)"
"2294","ECVM210902498","1 (<0.1%)"
"2295","ECVM210902499","1 (<0.1%)"
"2296","ECVM210902500","1 (<0.1%)"
"2297","ECVM210902501","1 (<0.1%)"
"2298","ECVM210902502","1 (<0.1%)"
"2299","ECVM210902503","1 (<0.1%)"
"2300","ECVM210902504","1 (<0.1%)"
"2301","ECVM210902505","1 (<0.1%)"
"2302","ECVM210902506","1 (<0.1%)"
"2303","ECVM210902507","1 (<0.1%)"
"2304","ECVM210902508","1 (<0.1%)"
"2305","ECVM210902510","1 (<0.1%)"
"2306","ECVM210902511","1 (<0.1%)"
"2307","ECVM210902512","1 (<0.1%)"
"2308","ECVM210902513","1 (<0.1%)"
"2309","ECVM210902514","1 (<0.1%)"
"2310","ECVM210902515","1 (<0.1%)"
"2311","ECVM210902516","1 (<0.1%)"
"2312","ECVM210902517","1 (<0.1%)"
"2313","ECVM210902518","1 (<0.1%)"
"2314","ECVM210902520","1 (<0.1%)"
"2315","ECVM210902521","1 (<0.1%)"
"2316","ECVM210902522","1 (<0.1%)"
"2317","ECVM210902523","1 (<0.1%)"
"2318","ECVM210902525","1 (<0.1%)"
"2319","ECVM210902526","1 (<0.1%)"
"2320","ECVM210902527","1 (<0.1%)"
"2321","ECVM210902528","1 (<0.1%)"
"2322","ECVM210902529","1 (<0.1%)"
"2323","ECVM210902530","1 (<0.1%)"
"2324","ECVM210902531","1 (<0.1%)"
"2325","ECVM210902532","1 (<0.1%)"
"2326","ECVM210902533","1 (<0.1%)"
"2327","ECVM210902535","1 (<0.1%)"
"2328","ECVM210902536","1 (<0.1%)"
"2329","ECVM210902537","1 (<0.1%)"
"2330","ECVM210902538","1 (<0.1%)"
"2331","ECVM210902539","1 (<0.1%)"
"2332","ECVM210902540","1 (<0.1%)"
"2333","ECVM210902541","1 (<0.1%)"
"2334","ECVM210902542","1 (<0.1%)"
"2335","ECVM210902543","1 (<0.1%)"
"2336","ECVM210902544","1 (<0.1%)"
"2337","ECVM210902545","1 (<0.1%)"
"2338","ECVM210902546","1 (<0.1%)"
"2339","ECVM210902547","1 (<0.1%)"
"2340","ECVM210902548","1 (<0.1%)"
"2341","ECVM210902549","1 (<0.1%)"
"2342","ECVM210902550","1 (<0.1%)"
"2343","ECVM210902551","1 (<0.1%)"
"2344","ECVM210902552","1 (<0.1%)"
"2345","ECVM210902553","1 (<0.1%)"
"2346","ECVM210902554","1 (<0.1%)"
"2347","ECVM210902555","1 (<0.1%)"
"2348","ECVM210902556","1 (<0.1%)"
"2349","ECVM210902557","1 (<0.1%)"
"2350","ECVM210902558","1 (<0.1%)"
"2351","ECVM210902560","1 (<0.1%)"
"2352","ECVM210902561","1 (<0.1%)"
"2353","ECVM210902562","1 (<0.1%)"
"2354","ECVM210902563","1 (<0.1%)"
"2355","ECVM210902564","1 (<0.1%)"
"2356","ECVM210902565","1 (<0.1%)"
"2357","ECVM210902567","1 (<0.1%)"
"2358","ECVM210902568","1 (<0.1%)"
"2359","ECVM210902569","1 (<0.1%)"
"2360","ECVM210902570","1 (<0.1%)"
"2361","ECVM210902571","1 (<0.1%)"
"2362","ECVM210902572","1 (<0.1%)"
"2363","ECVM210902573","1 (<0.1%)"
"2364","ECVM210902574","1 (<0.1%)"
"2365","ECVM210902575","1 (<0.1%)"
"2366","ECVM210902576","1 (<0.1%)"
"2367","ECVM210902577","1 (<0.1%)"
"2368","ECVM210902578","1 (<0.1%)"
"2369","ECVM210902579","1 (<0.1%)"
"2370","ECVM210902580","1 (<0.1%)"
"2371","ECVM210902581","1 (<0.1%)"
"2372","ECVM210902582","1 (<0.1%)"
"2373","ECVM210902583","1 (<0.1%)"
"2374","ECVM210902584","1 (<0.1%)"
"2375","ECVM210902585","1 (<0.1%)"
"2376","ECVM210902586","1 (<0.1%)"
"2377","ECVM210902587","1 (<0.1%)"
"2378","ECVM210902588","1 (<0.1%)"
"2379","ECVM210902589","1 (<0.1%)"
"2380","ECVM210902590","1 (<0.1%)"
"2381","ECVM210902591","1 (<0.1%)"
"2382","ECVM210902592","1 (<0.1%)"
"2383","ECVM210902593","1 (<0.1%)"
"2384","ECVM210902594","1 (<0.1%)"
"2385","ECVM210902595","1 (<0.1%)"
"2386","ECVM210902596","1 (<0.1%)"
"2387","ECVM210902597","1 (<0.1%)"
"2388","ECVM210902598","1 (<0.1%)"
"2389","ECVM210902599","1 (<0.1%)"
"2390","ECVM210902600","1 (<0.1%)"
"2391","ECVM210902601","1 (<0.1%)"
"2392","ECVM210902602","1 (<0.1%)"
"2393","ECVM210902603","1 (<0.1%)"
"2394","ECVM210902604","1 (<0.1%)"
"2395","ECVM210902605","1 (<0.1%)"
"2396","ECVM210902606","1 (<0.1%)"
"2397","ECVM210902607","1 (<0.1%)"
"2398","ECVM210902608","1 (<0.1%)"
"2399","ECVM210902609","1 (<0.1%)"
"2400","ECVM210902610","1 (<0.1%)"
"2401","ECVM210902611","1 (<0.1%)"
"2402","ECVM210902612","1 (<0.1%)"
"2403","ECVM210902614","1 (<0.1%)"
"2404","ECVM210902615","1 (<0.1%)"
"2405","ECVM210902616","1 (<0.1%)"
"2406","ECVM210902617","1 (<0.1%)"
"2407","ECVM210902618","1 (<0.1%)"
"2408","ECVM210902619","1 (<0.1%)"
"2409","ECVM210902620","1 (<0.1%)"
"2410","ECVM210902621","1 (<0.1%)"
"2411","ECVM210902623","1 (<0.1%)"
"2412","ECVM210902624","1 (<0.1%)"
"2413","ECVM210902625","1 (<0.1%)"
"2414","ECVM210902626","1 (<0.1%)"
"2415","ECVM210902627","1 (<0.1%)"
"2416","ECVM210902628","1 (<0.1%)"
"2417","ECVM210902629","1 (<0.1%)"
"2418","ECVM210902630","1 (<0.1%)"
"2419","ECVM210902631","1 (<0.1%)"
"2420","ECVM210902633","1 (<0.1%)"
"2421","ECVM210902634","1 (<0.1%)"
"2422","ECVM210902635","1 (<0.1%)"
"2423","ECVM210902636","1 (<0.1%)"
"2424","ECVM210902637","1 (<0.1%)"
"2425","ECVM210902639","1 (<0.1%)"
"2426","ECVM210902640","1 (<0.1%)"
"2427","ECVM210902642","1 (<0.1%)"
"2428","ECVM210902643","1 (<0.1%)"
"2429","ECVM210902644","1 (<0.1%)"
"2430","ECVM210902645","1 (<0.1%)"
"2431","ECVM210902646","1 (<0.1%)"
"2432","ECVM210902647","1 (<0.1%)"
"2433","ECVM210902648","1 (<0.1%)"
"2434","ECVM210902650","1 (<0.1%)"
"2435","ECVM210902651","1 (<0.1%)"
"2436","ECVM210902652","1 (<0.1%)"
"2437","ECVM210902653","1 (<0.1%)"
"2438","ECVM210902654","1 (<0.1%)"
"2439","ECVM210902655","1 (<0.1%)"
"2440","ECVM210902656","1 (<0.1%)"
"2441","ECVM210902657","1 (<0.1%)"
"2442","ECVM210902658","1 (<0.1%)"
"2443","ECVM210902660","1 (<0.1%)"
"2444","ECVM210902661","1 (<0.1%)"
"2445","ECVM210902662","1 (<0.1%)"
"2446","ECVM210902663","1 (<0.1%)"
"2447","ECVM210902664","1 (<0.1%)"
"2448","ECVM210902665","1 (<0.1%)"
"2449","ECVM210902667","1 (<0.1%)"
"2450","ECVM210902668","1 (<0.1%)"
"2451","ECVM210902669","1 (<0.1%)"
"2452","ECVM210902670","1 (<0.1%)"
"2453","ECVM210902671","1 (<0.1%)"
"2454","ECVM210902672","1 (<0.1%)"
"2455","ECVM210902673","1 (<0.1%)"
"2456","ECVM210902674","1 (<0.1%)"
"2457","ECVM210902675","1 (<0.1%)"
"2458","ECVM210902676","1 (<0.1%)"
"2459","ECVM210902677","1 (<0.1%)"
"2460","ECVM210902678","1 (<0.1%)"
"2461","ECVM210902679","1 (<0.1%)"
"2462","ECVM210902680","1 (<0.1%)"
"2463","ECVM210902681","1 (<0.1%)"
"2464","ECVM210902682","1 (<0.1%)"
"2465","ECVM210902683","1 (<0.1%)"
"2466","ECVM210902684","1 (<0.1%)"
"2467","ECVM210902685","1 (<0.1%)"
"2468","ECVM210902686","1 (<0.1%)"
"2469","ECVM210902687","1 (<0.1%)"
"2470","ECVM210902688","1 (<0.1%)"
"2471","ECVM210902689","1 (<0.1%)"
"2472","ECVM210902690","1 (<0.1%)"
"2473","ECVM210902691","1 (<0.1%)"
"2474","ECVM210902692","1 (<0.1%)"
"2475","ECVM210902693","1 (<0.1%)"
"2476","ECVM210902694","1 (<0.1%)"
"2477","ECVM210902695","1 (<0.1%)"
"2478","ECVM210902696","1 (<0.1%)"
"2479","ECVM210902697","1 (<0.1%)"
"2480","ECVM210902698","1 (<0.1%)"
"2481","ECVM210902699","1 (<0.1%)"
"2482","ECVM210902700","1 (<0.1%)"
"2483","ECVM210902701","1 (<0.1%)"
"2484","ECVM210902702","1 (<0.1%)"
"2485","ECVM210902704","1 (<0.1%)"
"2486","ECVM210902705","1 (<0.1%)"
"2487","ECVM210902706","1 (<0.1%)"
"2488","ECVM210902707","1 (<0.1%)"
"2489","ECVM210902708","1 (<0.1%)"
"2490","ECVM210902709","1 (<0.1%)"
"2491","ECVM210902710","1 (<0.1%)"
"2492","ECVM210902711","1 (<0.1%)"
"2493","ECVM210902712","1 (<0.1%)"
"2494","ECVM210902715","1 (<0.1%)"
"2495","ECVM210902716","1 (<0.1%)"
"2496","ECVM210902717","1 (<0.1%)"
"2497","ECVM210902718","1 (<0.1%)"
"2498","ECVM210902720","1 (<0.1%)"
"2499","ECVM210902721","1 (<0.1%)"
"2500","ECVM210902722","1 (<0.1%)"
"2501","ECVM210902723","1 (<0.1%)"
"2502","ECVM210902724","1 (<0.1%)"
"2503","ECVM210902725","1 (<0.1%)"
"2504","ECVM210902726","1 (<0.1%)"
"2505","ECVM210902727","1 (<0.1%)"
"2506","ECVM210902728","1 (<0.1%)"
"2507","ECVM210902729","1 (<0.1%)"
"2508","ECVM210902730","1 (<0.1%)"
"2509","ECVM210902731","1 (<0.1%)"
"2510","ECVM210902733","1 (<0.1%)"
"2511","ECVM210902734","1 (<0.1%)"
"2512","ECVM210902735","1 (<0.1%)"
"2513","ECVM210902736","1 (<0.1%)"
"2514","ECVM210902737","1 (<0.1%)"
"2515","ECVM210902738","1 (<0.1%)"
"2516","ECVM210902739","1 (<0.1%)"
"2517","ECVM210902740","1 (<0.1%)"
"2518","ECVM210902741","1 (<0.1%)"
"2519","ECVM210902742","1 (<0.1%)"
"2520","ECVM210902743","1 (<0.1%)"
"2521","ECVM210902744","1 (<0.1%)"
"2522","ECVM210902745","1 (<0.1%)"
"2523","ECVM210902746","1 (<0.1%)"
"2524","ECVM210902747","1 (<0.1%)"
"2525","ECVM210902748","1 (<0.1%)"
"2526","ECVM210902749","1 (<0.1%)"
"2527","ECVM210902750","1 (<0.1%)"
"2528","ECVM210902751","1 (<0.1%)"
"2529","ECVM210902752","1 (<0.1%)"
"2530","ECVM210902753","1 (<0.1%)"
"2531","ECVM210902754","1 (<0.1%)"
"2532","ECVM210902755","1 (<0.1%)"
"2533","ECVM210902756","1 (<0.1%)"
"2534","ECVM210902757","1 (<0.1%)"
"2535","ECVM210902759","1 (<0.1%)"
"2536","ECVM210902761","1 (<0.1%)"
"2537","ECVM210902762","1 (<0.1%)"
"2538","ECVM210902763","1 (<0.1%)"
"2539","ECVM210902764","1 (<0.1%)"
"2540","ECVM210902765","1 (<0.1%)"
"2541","ECVM210902766","1 (<0.1%)"
"2542","ECVM210902767","1 (<0.1%)"
"2543","ECVM210902768","1 (<0.1%)"
"2544","ECVM210902769","1 (<0.1%)"
"2545","ECVM210902770","1 (<0.1%)"
"2546","ECVM210902771","1 (<0.1%)"
"2547","ECVM210902772","1 (<0.1%)"
"2548","ECVM210902773","1 (<0.1%)"
"2549","ECVM210902774","1 (<0.1%)"
"2550","ECVM210902775","1 (<0.1%)"
"2551","ECVM210902776","1 (<0.1%)"
"2552","ECVM210902777","1 (<0.1%)"
"2553","ECVM210902778","1 (<0.1%)"
"2554","ECVM210902779","1 (<0.1%)"
"2555","ECVM210902780","1 (<0.1%)"
"2556","ECVM210902781","1 (<0.1%)"
"2557","ECVM210902783","1 (<0.1%)"
"2558","ECVM210902784","1 (<0.1%)"
"2559","ECVM210902786","1 (<0.1%)"
"2560","ECVM210902787","1 (<0.1%)"
"2561","ECVM210902788","1 (<0.1%)"
"2562","ECVM210902789","1 (<0.1%)"
"2563","ECVM210902790","1 (<0.1%)"
"2564","ECVM210902791","1 (<0.1%)"
"2565","ECVM210902792","1 (<0.1%)"
"2566","ECVM210902793","1 (<0.1%)"
"2567","ECVM210902794","1 (<0.1%)"
"2568","ECVM210902795","1 (<0.1%)"
"2569","ECVM210902796","1 (<0.1%)"
"2570","ECVM210902797","1 (<0.1%)"
"2571","ECVM210902798","1 (<0.1%)"
"2572","ECVM210902799","1 (<0.1%)"
"2573","ECVM210902800","1 (<0.1%)"
"2574","ECVM210902801","1 (<0.1%)"
"2575","ECVM210902802","1 (<0.1%)"
"2576","ECVM210902803","1 (<0.1%)"
"2577","ECVM210902804","1 (<0.1%)"
"2578","ECVM210902805","1 (<0.1%)"
"2579","ECVM210902806","1 (<0.1%)"
"2580","ECVM210902808","1 (<0.1%)"
"2581","ECVM210902809","1 (<0.1%)"
"2582","ECVM210902810","1 (<0.1%)"
"2583","ECVM210902811","1 (<0.1%)"
"2584","ECVM210902812","1 (<0.1%)"
"2585","ECVM210902813","1 (<0.1%)"
"2586","ECVM210902814","1 (<0.1%)"
"2587","ECVM210902815","1 (<0.1%)"
"2588","ECVM210902816","1 (<0.1%)"
"2589","ECVM210902817","1 (<0.1%)"
"2590","ECVM210902818","1 (<0.1%)"
"2591","ECVM210902819","1 (<0.1%)"
"2592","ECVM210902820","1 (<0.1%)"
"2593","ECVM210902821","1 (<0.1%)"
"2594","ECVM210902822","1 (<0.1%)"
"2595","ECVM210902823","1 (<0.1%)"
"2596","ECVM210902824","1 (<0.1%)"
"2597","ECVM210902825","1 (<0.1%)"
"2598","ECVM210902826","1 (<0.1%)"
"2599","ECVM210902827","1 (<0.1%)"
"2600","ECVM210902828","1 (<0.1%)"
"2601","ECVM210902829","1 (<0.1%)"
"2602","ECVM210902830","1 (<0.1%)"
"2603","ECVM210902831","1 (<0.1%)"
"2604","ECVM210902832","1 (<0.1%)"
"2605","ECVM210902833","1 (<0.1%)"
"2606","ECVM210902834","1 (<0.1%)"
"2607","ECVM210902835","1 (<0.1%)"
"2608","ECVM210902836","1 (<0.1%)"
"2609","ECVM210902837","1 (<0.1%)"
"2610","ECVM210902838","1 (<0.1%)"
"2611","ECVM210902839","1 (<0.1%)"
"2612","ECVM210902840","1 (<0.1%)"
"2613","ECVM210902841","1 (<0.1%)"
"2614","ECVM210902842","1 (<0.1%)"
"2615","ECVM210902843","1 (<0.1%)"
"2616","ECVM210902844","1 (<0.1%)"
"2617","ECVM210902845","1 (<0.1%)"
"2618","ECVM210902846","1 (<0.1%)"
"2619","ECVM210902847","1 (<0.1%)"
"2620","ECVM210902848","1 (<0.1%)"
"2621","ECVM210902849","1 (<0.1%)"
"2622","ECVM210902850","1 (<0.1%)"
"2623","ECVM210902851","1 (<0.1%)"
"2624","ECVM210902852","1 (<0.1%)"
"2625","ECVM210902853","1 (<0.1%)"
"2626","ECVM210902854","1 (<0.1%)"
"2627","ECVM210902855","1 (<0.1%)"
"2628","ECVM210902857","1 (<0.1%)"
"2629","ECVM210902858","1 (<0.1%)"
"2630","ECVM210902859","1 (<0.1%)"
"2631","ECVM210902860","1 (<0.1%)"
"2632","ECVM210902861","1 (<0.1%)"
"2633","ECVM210902862","1 (<0.1%)"
"2634","ECVM210902863","1 (<0.1%)"
"2635","ECVM210902864","1 (<0.1%)"
"2636","ECVM210902865","1 (<0.1%)"
"2637","ECVM210902866","1 (<0.1%)"
"2638","ECVM210902867","1 (<0.1%)"
"2639","ECVM210902868","1 (<0.1%)"
"2640","ECVM210902869","1 (<0.1%)"
"2641","ECVM210902870","1 (<0.1%)"
"2642","ECVM210902871","1 (<0.1%)"
"2643","ECVM210902872","1 (<0.1%)"
"2644","ECVM210902873","1 (<0.1%)"
"2645","ECVM210902874","1 (<0.1%)"
"2646","ECVM210902875","1 (<0.1%)"
"2647","ECVM210902876","1 (<0.1%)"
"2648","ECVM210902877","1 (<0.1%)"
"2649","ECVM210902878","1 (<0.1%)"
"2650","ECVM210902879","1 (<0.1%)"
"2651","ECVM210902880","1 (<0.1%)"
"2652","ECVM210902881","1 (<0.1%)"
"2653","ECVM210902882","1 (<0.1%)"
"2654","ECVM210902883","1 (<0.1%)"
"2655","ECVM210902884","1 (<0.1%)"
"2656","ECVM210902885","1 (<0.1%)"
"2657","ECVM210902886","1 (<0.1%)"
"2658","ECVM210902887","1 (<0.1%)"
"2659","ECVM210902888","1 (<0.1%)"
"2660","ECVM210902890","1 (<0.1%)"
"2661","ECVM210902891","1 (<0.1%)"
"2662","ECVM210902893","1 (<0.1%)"
"2663","ECVM210902894","1 (<0.1%)"
"2664","ECVM210902895","1 (<0.1%)"
"2665","ECVM210902896","1 (<0.1%)"
"2666","ECVM210902897","1 (<0.1%)"
"2667","ECVM210902898","1 (<0.1%)"
"2668","ECVM210902899","1 (<0.1%)"
"2669","ECVM210902900","1 (<0.1%)"
"2670","ECVM210902901","1 (<0.1%)"
"2671","ECVM210902902","1 (<0.1%)"
"2672","ECVM210902903","1 (<0.1%)"
"2673","ECVM210902904","1 (<0.1%)"
"2674","ECVM210902905","1 (<0.1%)"
"2675","ECVM210902906","1 (<0.1%)"
"2676","ECVM210902907","1 (<0.1%)"
"2677","ECVM210902908","1 (<0.1%)"
"2678","ECVM210902909","1 (<0.1%)"
"2679","ECVM210902910","1 (<0.1%)"
"2680","ECVM210902912","1 (<0.1%)"
"2681","ECVM210902913","1 (<0.1%)"
"2682","ECVM210902914","1 (<0.1%)"
"2683","ECVM210902915","1 (<0.1%)"
"2684","ECVM210902916","1 (<0.1%)"
"2685","ECVM210902917","1 (<0.1%)"
"2686","ECVM210902918","1 (<0.1%)"
"2687","ECVM210902920","1 (<0.1%)"
"2688","ECVM210902921","1 (<0.1%)"
"2689","ECVM210902922","1 (<0.1%)"
"2690","ECVM210902923","1 (<0.1%)"
"2691","ECVM210902924","1 (<0.1%)"
"2692","ECVM210902925","1 (<0.1%)"
"2693","ECVM210902926","1 (<0.1%)"
"2694","ECVM210902927","1 (<0.1%)"
"2695","ECVM210902928","1 (<0.1%)"
"2696","ECVM210902929","1 (<0.1%)"
"2697","ECVM210902930","1 (<0.1%)"
"2698","ECVM210902931","1 (<0.1%)"
"2699","ECVM210902932","1 (<0.1%)"
"2700","ECVM210902933","1 (<0.1%)"
"2701","ECVM210902934","1 (<0.1%)"
"2702","ECVM210902935","1 (<0.1%)"
"2703","ECVM210902936","1 (<0.1%)"
"2704","ECVM210902937","1 (<0.1%)"
"2705","ECVM210902938","1 (<0.1%)"
"2706","ECVM210902939","1 (<0.1%)"
"2707","ECVM210902940","1 (<0.1%)"
"2708","ECVM210902941","1 (<0.1%)"
"2709","ECVM210902942","1 (<0.1%)"
"2710","ECVM210902943","1 (<0.1%)"
"2711","ECVM210902944","1 (<0.1%)"
"2712","ECVM210902945","1 (<0.1%)"
"2713","ECVM210902946","1 (<0.1%)"
"2714","ECVM210902948","1 (<0.1%)"
"2715","ECVM210902949","1 (<0.1%)"
"2716","ECVM210902950","1 (<0.1%)"
"2717","ECVM210902951","1 (<0.1%)"
"2718","ECVM210902952","1 (<0.1%)"
"2719","ECVM210902953","1 (<0.1%)"
"2720","ECVM210902954","1 (<0.1%)"
"2721","ECVM210902955","1 (<0.1%)"
"2722","ECVM210902956","1 (<0.1%)"
"2723","ECVM210902957","1 (<0.1%)"
"2724","ECVM210902958","1 (<0.1%)"
"2725","ECVM210902959","1 (<0.1%)"
"2726","ECVM210902960","1 (<0.1%)"
"2727","ECVM210902961","1 (<0.1%)"
"2728","ECVM210902962","1 (<0.1%)"
"2729","ECVM210902963","1 (<0.1%)"
"2730","ECVM210902964","1 (<0.1%)"
"2731","ECVM210902965","1 (<0.1%)"
"2732","ECVM210902966","1 (<0.1%)"
"2733","ECVM210902968","1 (<0.1%)"
"2734","ECVM210902969","1 (<0.1%)"
"2735","ECVM210902970","1 (<0.1%)"
"2736","ECVM210902971","1 (<0.1%)"
"2737","ECVM210902973","1 (<0.1%)"
"2738","ECVM210902974","1 (<0.1%)"
"2739","ECVM210902975","1 (<0.1%)"
"2740","ECVM210902976","1 (<0.1%)"
"2741","ECVM210902977","1 (<0.1%)"
"2742","ECVM210902978","1 (<0.1%)"
"2743","ECVM210902979","1 (<0.1%)"
"2744","ECVM210902980","1 (<0.1%)"
"2745","ECVM210902981","1 (<0.1%)"
"2746","ECVM210902982","1 (<0.1%)"
"2747","ECVM210902983","1 (<0.1%)"
"2748","ECVM210902984","1 (<0.1%)"
"2749","ECVM210902985","1 (<0.1%)"
"2750","ECVM210902986","1 (<0.1%)"
"2751","ECVM210902987","1 (<0.1%)"
"2752","ECVM210902988","1 (<0.1%)"
"2753","ECVM210902989","1 (<0.1%)"
"2754","ECVM210902990","1 (<0.1%)"
"2755","ECVM210902991","1 (<0.1%)"
"2756","ECVM210902992","1 (<0.1%)"
"2757","ECVM210902993","1 (<0.1%)"
"2758","ECVM210902994","1 (<0.1%)"
"2759","ECVM210902995","1 (<0.1%)"
"2760","ECVM210902996","1 (<0.1%)"
"2761","ECVM210902997","1 (<0.1%)"
"2762","ECVM210902998","1 (<0.1%)"
"2763","ECVM210902999","1 (<0.1%)"
"2764","ECVM210903000","1 (<0.1%)"
"2765","ECVM210903001","1 (<0.1%)"
"2766","ECVM210903002","1 (<0.1%)"
"2767","ECVM210903003","1 (<0.1%)"
"2768","ECVM210903004","1 (<0.1%)"
"2769","ECVM210903005","1 (<0.1%)"
"2770","ECVM210903007","1 (<0.1%)"
"2771","ECVM210903008","1 (<0.1%)"
"2772","ECVM210903009","1 (<0.1%)"
"2773","ECVM210903011","1 (<0.1%)"
"2774","ECVM210903012","1 (<0.1%)"
"2775","ECVM210903013","1 (<0.1%)"
"2776","ECVM210903014","1 (<0.1%)"
"2777","ECVM210903015","1 (<0.1%)"
"2778","ECVM210903016","1 (<0.1%)"
"2779","ECVM210903017","1 (<0.1%)"
"2780","ECVM210903018","1 (<0.1%)"
"2781","ECVM210903020","1 (<0.1%)"
"2782","ECVM210903021","1 (<0.1%)"
"2783","ECVM210903022","1 (<0.1%)"
"2784","ECVM210903023","1 (<0.1%)"
"2785","ECVM210903024","1 (<0.1%)"
"2786","ECVM210903025","1 (<0.1%)"
"2787","ECVM210903026","1 (<0.1%)"
